order_id,account_id,bank_to,account_to,amount,k_symbol
30666,A00000866,YZ,81990486,465,Household Payment
30667,A00000866,EF,26753026,38, 
30668,A00000866,CD,94022661,504,Insurance Payment
30669,A00000866,MN,70676672,3844, 
30670,A00000867,EF,96948867,9718,Household Payment
30671,A00000867,ST,12128901,2820, 
30672,A00000867,IJ,10908985,405,Insurance Payment
30673,A00000868,ST,6806827,3239,Household Payment
30674,A00000868,ST,2121645,3119, 
30675,A00000870,EF,43178206,4562,Household Payment
30676,A00000871,OP,96428060,5168,Household Payment
30677,A00000872,QR,4002279,2762,Household Payment
30678,A00000873,CD,22322130,878,Household Payment
30679,A00000873,QR,57947230,1540, 
30680,A00000873,YZ,91838556,2211,Insurance Payment
30681,A00000873,UV,38070190,2975,Loan Payment
30682,A00000874,YZ,10270870,1642.3,Leasing Payment
30683,A00000874,OP,10934925,1053,Household Payment
30684,A00000874,ST,22497678,7025, 
30685,A00000875,OP,9408325,3837,Household Payment
30686,A00000876,OP,8003074,3796,Household Payment
30687,A00000877,UV,40519672,2115,Household Payment
30688,A00000877,CD,26341355,1513, 
30689,A00000878,UV,24647236,3943,Household Payment
30690,A00000879,MN,22161680,2094,Household Payment
30691,A00000880,WX,69104659,1690.1,Leasing Payment
30692,A00000880,OP,25282103,4840,Household Payment
30698,A00000882,CD,5837190,3306,Household Payment
30699,A00000883,GH,72100633,6195,Household Payment
30700,A00000883,EF,91641729,1756, 
30701,A00000883,QR,20838284,455,Insurance Payment
30702,A00000884,AB,15814888,2259,Household Payment
30703,A00000885,GH,90082960,872,Household Payment
30704,A00000885,UV,97141348,2420, 
30705,A00000886,AB,44119823,9034,Household Payment
30706,A00000887,EF,94832020,3009,Household Payment
30707,A00000888,AB,42709922,1592,Household Payment
30708,A00000889,YZ,22207898,1292,Household Payment
30709,A00000889,IJ,99116205,1965,Household Payment
30710,A00000890,EF,66783034,3136,Household Payment
30711,A00000891,MN,68707388,1784,Household Payment
30712,A00000892,CD,66285890,406,Household Payment
30713,A00000892,CD,25392246,2509,Household Payment
30714,A00000894,QR,4965514,2914,Household Payment
30715,A00000895,CD,87954961,523,Household Payment
30716,A00000895,QR,84034579,1454, 
30717,A00000896,QR,9933358,3220,Household Payment
30718,A00000897,GH,76899188,2910,Household Payment
30719,A00000897,AB,1613778,6676, 
30720,A00000898,EF,70056313,2882,Household Payment
30721,A00000898,UV,34259772,1582, 
30722,A00000899,YZ,59026044,1626.6,Leasing Payment
30723,A00000900,ST,51806682,5950,Household Payment
30724,A00000901,UV,93629043,1910,Household Payment
30725,A00000902,EF,83133846,260,Household Payment
30726,A00000902,OP,54130822,1869, 
30727,A00000902,QR,46706521,1726,Insurance Payment
30728,A00000903,GH,40163380,2580,Household Payment
30729,A00000905,EF,79027634,6086,Household Payment
30730,A00000905,IJ,93500333,37, 
30731,A00000905,KL,13783419,53,Insurance Payment
30732,A00000906,AB,85822999,2240,Household Payment
30733,A00000907,UV,56898051,2118,Household Payment
30734,A00000909,ST,43062096,1950,Household Payment
30735,A00000910,YZ,11557114,1937,Household Payment
30736,A00000911,GH,17067635,9600,Household Payment
30737,A00000911,WX,10116327,968, 
30738,A00000912,WX,13603061,2332,Household Payment
30739,A00000913,EF,87569880,2128,Household Payment
30740,A00000913,QR,52878284,2357, 
30741,A00000913,KL,91468649,4499,Insurance Payment
30742,A00000914,UV,90846919,2298,Household Payment
30743,A00000915,MN,88686042,6449,Loan Payment
30744,A00000915,EF,73569780,14291,Household Payment
30745,A00000916,MN,8061987,5299,Household Payment
30746,A00000917,YZ,8629411,4669,Household Payment
30747,A00000918,ST,81464928,10076,Household Payment
30748,A00000918,UV,19973844,2039, 
30749,A00000919,KL,87937092,4850,Household Payment
30750,A00000920,MN,34669208,2437,Household Payment
30751,A00000921,QR,13826614,1240,Household Payment
30752,A00000921,YZ,38948452,536,Household Payment
30753,A00000922,AB,51777029,898,Household Payment
30754,A00000922,WX,73872160,255, 
30755,A00000922,EF,77783399,1652,Insurance Payment
30756,A00000923,YZ,9631318,2087,Household Payment
30757,A00000924,MN,21176868,308,Household Payment
30758,A00000924,MN,71253311,1904, 
30759,A00000925,AB,8015108,5395,Household Payment
30760,A00000925,EF,71048921,1068,Leasing Payment
30761,A00000926,UV,50076764,1748,Household Payment
30762,A00000927,AB,99075811,1623,Household Payment
30763,A00000927,OP,57618069,5782, 
30764,A00000928,EF,72199558,4561,Household Payment
30765,A00000929,ST,61865889,5884,Household Payment
30766,A00000930,IJ,14144766,9356,Household Payment
30767,A00000931,QR,69328868,998,Household Payment
30768,A00000931,OP,98647319,1151, 
30769,A00000931,KL,13773954,461,Insurance Payment
30770,A00000931,MN,2668875,864, 
30771,A00000932,IJ,95952808,2793,Household Payment
30772,A00000933,GH,91725241,2584,Household Payment
30773,A00000934,MN,80159562,3236,Household Payment
30774,A00000935,OP,14574545,2118,Household Payment
30775,A00000936,ST,95479797,2780,Household Payment
30776,A00000936,YZ,51554924,224,Household Payment
30777,A00000937,IJ,99500470,1751,Household Payment
30778,A00000938,AB,33329439,3282,Household Payment
30779,A00000938,GH,56959378,371,Loan Payment
30780,A00000939,QR,68136739,2108,Household Payment
30781,A00000940,OP,99014985,4738,Loan Payment
30782,A00000941,GH,16961235,3871,Household Payment
30783,A00000943,AB,8294791,2144,Household Payment
30784,A00000944,IJ,46210002,5361,Household Payment
30785,A00000945,YZ,63545399,8215,Household Payment
30786,A00000947,GH,67947453,1546,Household Payment
30787,A00000947,EF,99499773,1143, 
30791,A00000950,CD,13765102,8910,Household Payment
30792,A00000951,KL,47982436,2371,Household Payment
30793,A00000952,OP,26491993,4946,Household Payment
30794,A00000953,OP,93842464,1768,Household Payment
30795,A00000953,OP,89555656,185, 
30796,A00000954,WX,698990,357,Household Payment
30797,A00000954,AB,55569523,1242, 
30798,A00000954,OP,8703875,1906,Insurance Payment
30799,A00000955,MN,52028411,7411,Household Payment
30800,A00000957,CD,90061181,2126,Household Payment
30801,A00000958,OP,78640448,3990,Household Payment
30802,A00000959,OP,48082047,579,Household Payment
30803,A00000959,QR,1625001,2180,Household Payment
30804,A00000960,YZ,8817315,3151,Loan Payment
30805,A00000960,CD,19250178,5940,Household Payment
30806,A00000961,ST,58554261,8255,Household Payment
30807,A00000963,QR,19417429,3799,Household Payment
30808,A00000965,GH,43064683,2853,Household Payment
30809,A00000966,GH,93294161,2129,Household Payment
30810,A00000967,WX,9696704,6824,Household Payment
30811,A00000968,YZ,47317737,7262,Household Payment
30812,A00000970,OP,78745192,5260,Household Payment
30813,A00000971,YZ,43347799,3860,Household Payment
30814,A00000972,OP,64758044,897,Household Payment
30815,A00000972,YZ,58550822,1141, 
30816,A00000973,KL,42422169,2909,Household Payment
30817,A00000975,CD,35931646,3550,Household Payment
30818,A00000976,OP,17866748,5244,Household Payment
30819,A00000977,ST,60977023,6846,Household Payment
30820,A00000978,UV,70650827,2062,Household Payment
30821,A00000979,KL,75259256,5354,Household Payment
30822,A00000980,ST,79582625,3632,Household Payment
30823,A00000980,EF,4869163,2889, 
30824,A00000981,UV,83665114,1069,Household Payment
30825,A00000981,MN,79798209,2769, 
30826,A00000982,IJ,6972080,2505,Household Payment
30827,A00000982,AB,29559022,188, 
30828,A00000982,CD,44355207,148,Insurance Payment
30829,A00000982,OP,19998705,192, 
30834,A00000984,QR,37694537,5911,Household Payment
30835,A00000985,MN,70730441,2227,Household Payment
30836,A00000986,AB,23655325,2146,Household Payment
30837,A00000987,GH,1669747,3528,Household Payment
30838,A00000988,UV,82773095,2512,Household Payment
30839,A00000989,CD,77140342,2262,Household Payment
30840,A00000989,KL,78910153,1147,Household Payment
30841,A00000990,YZ,56577050,7538,Household Payment
30842,A00000991,MN,2995044,6748,Household Payment
30843,A00000992,QR,63584351,3231,Household Payment
30844,A00000992,KL,77042627,1071, 
30845,A00000992,IJ,3588748,335,Insurance Payment
30846,A00000992,QR,40572267,2450, 
30847,A00000993,WX,89932006,1812.3,Loan Payment
30848,A00000995,OP,21824896,2153,Household Payment
30849,A00000995,GH,80483859,143, 
30850,A00000996,KL,40804118,1934,Household Payment
30851,A00000997,EF,76536661,1046,Household Payment
30852,A00000997,AB,37532264,700, 
30853,A00000997,CD,22804981,688,Insurance Payment
30854,A00000997,CD,66356766,36, 
30855,A00000998,MN,21143341,7641,Household Payment
30859,A00001000,YZ,78449135,3179,Household Payment
30860,A00001000,CD,8467102,1475, 
30861,A00001000,OP,62838387,2852,Insurance Payment
30864,A00001002,YZ,61809003,1293,Household Payment
30865,A00001002,EF,29577315,1092, 
30866,A00001002,YZ,69410747,470,Insurance Payment
30867,A00001003,IJ,18349242,5276,Household Payment
30868,A00001003,UV,66745954,185, 
30869,A00001004,KL,48386609,5237,Loan Payment
30870,A00001005,ST,26423788,3302,Leasing Payment
30871,A00001005,MN,13424891,7896,Household Payment
30872,A00001006,YZ,28566903,390,Household Payment
30873,A00001006,EF,8671278,2008, 
30874,A00001006,EF,76910799,60,Insurance Payment
30875,A00001006,KL,51874184,33, 
30876,A00001008,KL,54770183,2691,Household Payment
30877,A00001009,MN,49052566,7521,Household Payment
30880,A00001011,QR,9464615,3400.5,Loan Payment
30881,A00001011,WX,17116374,7085,Household Payment
30882,A00001012,EF,56211417,4090.8,Loan Payment
30883,A00001013,ST,88824516,2081,Household Payment
30884,A00001015,KL,18432247,3925,Household Payment
30885,A00001016,UV,35817569,2619,Household Payment
30886,A00001016,MN,21620893,2155, 
30887,A00001017,IJ,49678987,4492,Household Payment
30888,A00001017,GH,13622379,477, 
30889,A00001018,MN,21977925,1614,Household Payment
30890,A00001018,GH,98507838,1028, 
30891,A00001019,WX,75165712,8127,Household Payment
30892,A00001019,IJ,74068438,608, 
30893,A00001019,ST,88047855,629,Insurance Payment
30894,A00001020,MN,40117269,1874,Household Payment
30895,A00001020,ST,49670916,105, 
30896,A00001020,UV,24497020,10,Insurance Payment
30897,A00001021,AB,37461710,2259,Household Payment
30898,A00001024,IJ,50779986,2074,Household Payment
30905,A00001026,IJ,92388706,8099,Household Payment
30906,A00001026,WX,63060033,335, 
30907,A00001027,ST,91939943,2117,Household Payment
30908,A00001029,UV,28123855,8136,Household Payment
30909,A00001029,WX,347924,342, 
30910,A00001030,IJ,30616259,664,Household Payment
30911,A00001030,WX,98720079,1050,Household Payment
30912,A00001031,YZ,98259973,6817,Household Payment
30913,A00001031,MN,53443789,747, 
30914,A00001031,OP,61673647,51,Insurance Payment
30915,A00001031,AB,13939214,551,Leasing Payment
30916,A00001034,EF,54495429,4219,Household Payment
30917,A00001035,CD,68746489,2194,Household Payment
30918,A00001035,YZ,72017597,4942, 
30919,A00001036,OP,5921757,4095,Household Payment
30920,A00001037,ST,89659267,1062,Household Payment
30921,A00001037,UV,73314934,940, 
30922,A00001037,EF,22177893,1157,Insurance Payment
30923,A00001037,CD,38512766,62, 
30924,A00001038,OP,88674932,2006,Household Payment
30925,A00001038,GH,65748941,141, 
30926,A00001040,YZ,9653228,2342,Leasing Payment
30927,A00001040,GH,15813100,7008,Household Payment
30930,A00001043,MN,18801582,6433,Household Payment
30931,A00001044,MN,62729650,2880,Household Payment
30932,A00001044,GH,18615305,188, 
30933,A00001045,GH,61220621,1730,Household Payment
30934,A00001046,OP,70391350,7399,Household Payment
30935,A00001047,KL,74345159,4339,Household Payment
30936,A00001048,MN,24886042,3852,Household Payment
30937,A00001049,EF,93252652,1545,Household Payment
30938,A00001049,EF,13402939,954, 
30939,A00001050,OP,98150521,5673,Household Payment
30940,A00001053,YZ,8172607,1043,Household Payment
30941,A00001053,YZ,46275836,2439, 
30942,A00001054,IJ,38208055,4736,Household Payment
30943,A00001055,CD,7340211,2047,Household Payment
30944,A00001056,IJ,50892353,2531.7,Leasing Payment
30945,A00001056,EF,26736420,5692,Household Payment
30946,A00001057,QR,44777083,3090,Household Payment
30947,A00001058,WX,49857848,4761,Household Payment
30948,A00001058,WX,54740381,408, 
30949,A00001059,CD,2758771,232,Household Payment
30950,A00001059,ST,66466748,1914, 
30951,A00001061,YZ,97285127,3790,Household Payment
30952,A00001062,AB,56361120,7844,Household Payment
30953,A00001064,QR,99262660,2918,Household Payment
30954,A00001067,AB,90449589,7811,Household Payment
30955,A00001068,ST,2958560,4219.5,Loan Payment
30956,A00001068,AB,6389087,4737,Household Payment
30957,A00001068,YZ,29813301,3273, 
30958,A00001068,CD,73765313,632,Insurance Payment
30959,A00001069,YZ,41750836,3080,Household Payment
30960,A00001070,MN,65257990,5116,Household Payment
30961,A00001071,GH,21432626,4219.5,Loan Payment
30962,A00001072,OP,47369968,3520,Household Payment
30963,A00001073,OP,88794773,3843,Household Payment
30964,A00001074,IJ,51158940,1416,Leasing Payment
30965,A00001075,WX,87197690,3868,Household Payment
30966,A00001075,UV,90986024,208, 
30967,A00001076,KL,42470806,2640,Household Payment
30968,A00001076,YZ,93423914,4447, 
30969,A00001078,YZ,33194816,3423,Household Payment
30970,A00001079,MN,42747187,10392,Household Payment
30971,A00001080,WX,40894991,6185,Household Payment
30972,A00001081,QR,41841411,2484,Household Payment
30973,A00001082,WX,8899295,2189,Household Payment
30974,A00001083,KL,52041840,1930,Household Payment
30975,A00001083,KL,1474237,835, 
30976,A00001083,YZ,70442372,4351,Insurance Payment
30977,A00001083,EF,96308820,1416,Loan Payment
30980,A00001085,MN,39862310,8537,Household Payment
30981,A00001086,UV,38448971,1376,Household Payment
30982,A00001086,MN,12634462,474, 
30983,A00001086,EF,44293308,86,Insurance Payment
30984,A00001088,WX,46244287,3032,Household Payment
30985,A00001089,OP,36553853,756,Household Payment
30986,A00001089,QR,13997078,2962, 
30987,A00001090,ST,12971461,3317,Household Payment
30988,A00001092,ST,40163117,5664,Household Payment
30989,A00001093,ST,99570404,8022.8,Loan Payment
30990,A00001093,EF,21858203,10261,Household Payment
30991,A00001094,UV,80894112,1408,Household Payment
30992,A00001094,KL,27204376,747,Household Payment
30993,A00001095,MN,98788070,1119,Household Payment
30994,A00001095,KL,77274346,3773, 
30995,A00001095,AB,69525956,896,Insurance Payment
30996,A00001095,EF,92616253,1787, 
30997,A00001096,MN,24721879,3488,Household Payment
30998,A00001097,OP,95009862,7636,Household Payment
30999,A00001097,OP,33397758,870, 
31000,A00001097,CD,50336754,577,Insurance Payment
31001,A00001097,UV,86982053,42, 
31002,A00001098,AB,2207518,619,Household Payment
31003,A00001098,GH,47811776,1007,Household Payment
31009,A00001100,OP,60873585,174,Household Payment
31010,A00001100,UV,21850496,882, 
31011,A00001100,YZ,22059500,1103,Insurance Payment
31012,A00001101,ST,64489167,7553,Household Payment
31013,A00001102,CD,19876456,3559,Household Payment
31014,A00001104,EF,72144114,8840,Household Payment
31015,A00001105,EF,96368914,1839,Household Payment
31016,A00001105,WX,69901072,4015, 
31017,A00001106,WX,7667500,8022.8,Loan Payment
31018,A00001107,ST,55333268,1746,Household Payment
31019,A00001108,ST,17273038,31,Household Payment
31020,A00001108,OP,30477523,2335,Household Payment
31021,A00001110,CD,84862774,5427,Household Payment
31022,A00001111,UV,64148080,3962,Household Payment
31023,A00001113,CD,6762576,3837,Household Payment
31024,A00001113,YZ,4878908,1809, 
31025,A00001114,EF,41164273,3350,Household Payment
31026,A00001115,OP,13170951,2293,Household Payment
31027,A00001116,ST,41694200,8086,Household Payment
31028,A00001117,UV,52116602,1640,Household Payment
31029,A00001117,YZ,64481568,1075,Household Payment
31030,A00001118,UV,32868296,3637,Household Payment
31031,A00001118,GH,4071104,1388, 
31034,A00001120,GH,5904931,1508,Household Payment
31035,A00001120,KL,15175223,1195,Household Payment
31036,A00001123,YZ,11799949,2444,Household Payment
31037,A00001123,WX,23123979,6668, 
31038,A00001124,WX,20725280,4813.7,Leasing Payment
31039,A00001124,YZ,35057538,1030,Household Payment
31040,A00001124,GH,54822939,2739, 
31041,A00001125,YZ,68780326,7895,Loan Payment
31042,A00001125,ST,79252308,11827,Household Payment
31043,A00001125,UV,34524190,238, 
31044,A00001125,YZ,64038717,1,Insurance Payment
31045,A00001126,WX,12984758,2791,Household Payment
31046,A00001127,WX,43852061,6260,Household Payment
31047,A00001128,QR,14786029,2070,Household Payment
31048,A00001129,OP,21761328,4604,Household Payment
31049,A00001129,EF,57572519,2085, 
31050,A00001130,QR,6974792,2241,Household Payment
31053,A00001133,WX,45995962,2103,Household Payment
31054,A00001133,ST,40755695,895,Household Payment
31055,A00001134,OP,83356666,1973,Household Payment
31056,A00001134,ST,64548426,6007, 
31057,A00001135,YZ,62011670,1735,Household Payment
31058,A00001136,IJ,88794064,3081.8,Leasing Payment
31059,A00001136,YZ,58973252,6249,Household Payment
31060,A00001136,YZ,17459643,2884, 
31061,A00001137,GH,1497954,2121,Household Payment
31062,A00001139,MN,67396074,3081.8,Leasing Payment
31063,A00001139,CD,88400810,1191,Household Payment
31064,A00001139,UV,4895151,3110, 
31065,A00001139,UV,35875827,2386,Insurance Payment
31066,A00001139,OP,71055465,479, 
31067,A00001140,YZ,74234366,2790,Household Payment
31068,A00001141,OP,42710840,1028,Household Payment
31069,A00001141,QR,31942546,907, 
31070,A00001141,IJ,44392269,248,Insurance Payment
31071,A00001142,KL,67380297,2077,Household Payment
31075,A00001144,GH,64795172,2250,Household Payment
31076,A00001145,IJ,24233013,478,Household Payment
31077,A00001145,KL,38151466,1469, 
31078,A00001146,OP,77362507,3437,Household Payment
31079,A00001146,QR,46465182,1384, 
31081,A00001151,WX,90602427,3263,Household Payment
31082,A00001152,GH,77527123,2186,Household Payment
31083,A00001153,QR,24663144,4918,Household Payment
31084,A00001153,MN,55908048,1033, 
31085,A00001154,IJ,42328703,3475,Household Payment
31086,A00001155,QR,81956076,2260,Household Payment
31087,A00001158,CD,11980402,2171,Household Payment
31088,A00001159,KL,37861478,6470,Household Payment
31089,A00001160,YZ,20354813,3487,Household Payment
31090,A00001160,CD,47398275,171, 
31091,A00001161,ST,53418099,3947,Household Payment
31096,A00001165,CD,13145977,8270,Household Payment
31097,A00001166,CD,62584346,3105.2,Loan Payment
31098,A00001166,EF,69850820,4397,Household Payment
31102,A00001168,WX,84145503,2432,Household Payment
31103,A00001168,GH,54825097,1838, 
31104,A00001168,MN,2626044,48,Insurance Payment
31105,A00001168,WX,34381449,40, 
31106,A00001169,EF,74447035,7748,Household Payment
31107,A00001169,WX,2818489,591, 
31108,A00001170,YZ,66010159,2279.3,Leasing Payment
31109,A00001170,EF,53990995,13057,Household Payment
31110,A00001171,AB,8577967,7893,Household Payment
31111,A00001173,YZ,85918098,950,Household Payment
31112,A00001173,AB,55954945,1352, 
31113,A00001174,GH,72342484,720,Household Payment
31114,A00001174,IJ,14356726,829, 
31115,A00001174,IJ,69252133,3182,Insurance Payment
31119,A00001176,YZ,67840176,2267,Household Payment
31120,A00001177,YZ,63586568,541,Household Payment
31121,A00001177,IJ,89210205,3499, 
31122,A00001177,OP,30046618,6306,Loan Payment
31123,A00001178,GH,17762130,5639,Household Payment
31124,A00001179,UV,68278848,2808,Household Payment
31125,A00001181,OP,84730392,3418,Household Payment
31126,A00001181,WX,99466686,329, 
31127,A00001181,YZ,73321759,123,Insurance Payment
31128,A00001182,UV,22986358,1662.7,Leasing Payment
31129,A00001183,YZ,94248866,1882,Household Payment
31130,A00001183,QR,47705107,1046, 
31131,A00001185,KL,67108410,2581,Household Payment
31132,A00001185,ST,46177363,249,Household Payment
31133,A00001187,WX,56067287,2288,Household Payment
31134,A00001188,KL,60496938,4421,Household Payment
31135,A00001189,GH,69967859,1944,Household Payment
31136,A00001189,GH,59060120,344, 
31137,A00001190,KL,18257963,8249,Household Payment
31142,A00001193,KL,465041,7334,Household Payment
31143,A00001194,WX,70871931,3171,Household Payment
31144,A00001195,IJ,70545512,1890,Household Payment
31145,A00001195,IJ,17328250,453,Household Payment
31146,A00001196,GH,66254877,12445,Household Payment
31147,A00001197,ST,79359864,2582,Household Payment
31148,A00001199,IJ,97586124,1948,Household Payment
31149,A00001199,UV,49255633,762, 
31150,A00001200,KL,65062272,3743,Household Payment
31151,A00001200,EF,63795244,525, 
31152,A00001200,EF,13788360,3156,Insurance Payment
31153,A00001201,CD,73948222,5873,Household Payment
31154,A00001201,OP,53580081,1836, 
31159,A00001203,EF,84286474,465,Household Payment
31160,A00001203,UV,74031829,3232, 
31161,A00001203,AB,89206337,118,Insurance Payment
31162,A00001203,EF,31680542,346, 
31163,A00001204,WX,46599167,2154,Household Payment
31164,A00001204,MN,21313643,4992, 
31165,A00001205,YZ,8382422,2989,Household Payment
31166,A00001206,KL,50189578,3279,Household Payment
31167,A00001207,ST,70412289,9252,Household Payment
31168,A00001207,YZ,3589851,1110,Leasing Payment
31169,A00001208,ST,82192122,4426,Household Payment
31170,A00001208,IJ,36384171,2126, 
31171,A00001209,AB,9581202,3568,Household Payment
31172,A00001211,QR,57585883,3073,Household Payment
31173,A00001211,KL,33158874,890, 
31174,A00001211,OP,16959125,372,Insurance Payment
31175,A00001212,CD,49310952,2805,Household Payment
31176,A00001213,AB,19831466,2984,Household Payment
31177,A00001214,EF,29751098,4469,Household Payment
31178,A00001215,QR,60905134,2508,Household Payment
31179,A00001216,OP,9067219,2349,Household Payment
31180,A00001217,AB,9696394,151,Household Payment
31181,A00001217,YZ,58911669,1956, 
31182,A00001218,IJ,27704996,3213.4,Leasing Payment
31183,A00001219,IJ,86177932,3986,Household Payment
31184,A00001220,CD,48306894,2770,Household Payment
31185,A00001221,QR,20722085,3213.4,Leasing Payment
31186,A00001222,WX,91109859,1727,Household Payment
31187,A00001223,WX,7625335,1398,Household Payment
31188,A00001223,CD,87986993,4963, 
31194,A00001226,CD,52769649,3826,Household Payment
31195,A00001227,YZ,31759178,5511,Household Payment
31196,A00001227,GH,57943856,101, 
31197,A00001227,MN,14547312,980,Insurance Payment
31198,A00001227,YZ,39771598,2344, 
31199,A00001228,AB,34928244,1980,Household Payment
31200,A00001229,UV,85866784,5505,Household Payment
31201,A00001230,IJ,91985517,3213.4,Leasing Payment
31202,A00001231,GH,5624753,3485,Household Payment
31203,A00001231,IJ,9577274,665,Leasing Payment
31204,A00001233,GH,76341795,2260,Household Payment
31205,A00001234,WX,71036088,2236,Household Payment
31206,A00001235,QR,36736953,1843,Household Payment
31207,A00001235,GH,56642502,1049,Household Payment
31208,A00001238,IJ,28000951,2256,Household Payment
31209,A00001239,KL,83388852,3744,Household Payment
31210,A00001240,MN,14062285,4353,Household Payment
31211,A00001241,EF,97685855,1368,Household Payment
31212,A00001241,IJ,21271294,2201, 
31213,A00001241,WX,87002157,227,Insurance Payment
31214,A00001242,CD,11588836,5355.7,Loan Payment
31215,A00001242,GH,12355560,4910,Household Payment
31216,A00001242,AB,62675297,3674, 
31217,A00001242,OP,25744539,422,Insurance Payment
31218,A00001242,UV,13214141,38, 
31219,A00001244,EF,22533941,903,Household Payment
31220,A00001244,IJ,81744551,2122, 
31221,A00001244,WX,97042274,406,Insurance Payment
31222,A00001244,QR,49724513,54, 
31223,A00001244,AB,67696446,748,Loan Payment
31224,A00001245,IJ,42008179,3611,Household Payment
31225,A00001246,AB,34252166,3239,Household Payment
31226,A00001247,YZ,9652227,2077,Loan Payment
31227,A00001248,AB,25126809,3176,Household Payment
31228,A00001249,ST,91224199,704,Household Payment
31229,A00001249,GH,65504103,392, 
31230,A00001249,QR,4520500,1361,Insurance Payment
31231,A00001250,GH,21845096,3805.2,Loan Payment
31232,A00001250,YZ,14470041,61,Household Payment
31233,A00001250,IJ,49418222,10069, 
31234,A00001251,UV,78350180,7870,Household Payment
31235,A00001252,UV,84370898,4114.7,Loan Payment
31236,A00001253,OP,64931833,3865,Household Payment
31237,A00001253,WX,10639518,5330, 
31238,A00001255,GH,13613921,4598,Loan Payment
31239,A00001256,AB,72944313,1178,Household Payment
31240,A00001256,ST,69528400,5450, 
31241,A00001256,IJ,9768981,1974,Loan Payment
31242,A00001257,CD,16047442,4387,Household Payment
31243,A00001258,AB,56178200,759,Household Payment
31244,A00001258,OP,77309888,1174, 
31245,A00001259,IJ,29708302,724,Household Payment
31246,A00001259,MN,46119725,2108, 
31247,A00001259,EF,47106474,464,Insurance Payment
31248,A00001259,WX,87490993,1429,Loan Payment
31249,A00001260,QR,76420205,6594,Household Payment
31250,A00001261,CD,48037660,9222,Household Payment
31251,A00001262,EF,16308558,2821,Household Payment
31252,A00001264,YZ,35251403,6605,Household Payment
31253,A00001265,QR,2120972,1870,Household Payment
31254,A00001266,MN,3816020,9291,Household Payment
31255,A00001267,GH,53632640,2271,Household Payment
31256,A00001267,YZ,92731403,867, 
31257,A00001267,OP,38344526,21,Insurance Payment
31258,A00001267,QR,69378167,1672, 
31259,A00001268,ST,70287799,2220,Household Payment
31260,A00001269,CD,70135479,6840,Household Payment
31261,A00001269,EF,78545605,599, 
31262,A00001270,AB,27904290,2077.3,Loan Payment
31263,A00001270,WX,88882463,4162,Household Payment
31264,A00001271,EF,44934696,4128,Household Payment
31265,A00001272,IJ,75666576,1246.4,Leasing Payment
31266,A00001273,IJ,25406718,3863,Household Payment
31267,A00001275,IJ,30025339,1903,Household Payment
31268,A00001276,OP,19942432,3839,Household Payment
31269,A00001276,YZ,87970047,508, 
31270,A00001276,AB,23086488,169,Insurance Payment
31271,A00001277,OP,2533764,3175,Household Payment
31276,A00001279,QR,61846792,3587,Household Payment
31277,A00001280,EF,39353507,2491,Household Payment
31282,A00001284,AB,29951918,4375.5,Loan Payment
31283,A00001285,YZ,21816671,7213,Household Payment
31284,A00001286,IJ,38014668,8500,Household Payment
31285,A00001287,EF,52661430,2623,Household Payment
31286,A00001287,UV,28742987,6619, 
31287,A00001287,CD,8041507,525,Insurance Payment
31288,A00001288,IJ,87367409,2948,Household Payment
31289,A00001289,OP,91892945,6950,Household Payment
31291,A00001291,OP,71369182,1333,Household Payment
31292,A00001291,IJ,15883821,335,Household Payment
31293,A00001292,MN,61391454,1653,Household Payment
31294,A00001292,UV,43192416,1457, 
31295,A00001292,KL,75588404,221,Insurance Payment
31296,A00001293,MN,91569077,3484,Household Payment
31297,A00001294,ST,59882163,1404,Household Payment
31298,A00001294,UV,31563121,2177, 
31299,A00001295,UV,74620097,3282,Household Payment
31300,A00001296,GH,57227110,1607,Household Payment
31301,A00001297,IJ,23392784,2878,Household Payment
31302,A00001297,UV,17594236,3311, 
31303,A00001298,MN,11863774,5822,Household Payment
31304,A00001299,CD,17364889,317,Household Payment
31305,A00001299,GH,4791987,2291, 
31308,A00001302,UV,38729328,3924,Household Payment
31309,A00001303,IJ,57378178,3601,Household Payment
31310,A00001304,CD,84192180,2368.9,Leasing Payment
31311,A00001306,YZ,36806219,5023,Household Payment
31312,A00001306,IJ,20391887,942, 
31313,A00001306,EF,58231496,1888,Insurance Payment
31314,A00001307,OP,88894867,3297,Household Payment
31315,A00001308,CD,27181756,3206,Household Payment
31316,A00001309,AB,95435869,2600,Leasing Payment
31317,A00001309,YZ,27833730,10199,Household Payment
31318,A00001311,UV,53567492,9327,Household Payment
31319,A00001312,ST,56866002,1690,Household Payment
31320,A00001314,IJ,52970862,6889,Household Payment
31321,A00001315,YZ,869143,2813,Household Payment
31322,A00001315,QR,62296283,299, 
31323,A00001315,MN,4333562,3160,Insurance Payment
31324,A00001316,KL,70345508,1130,Household Payment
31325,A00001316,WX,87733494,619, 
31326,A00001316,EF,61034697,233,Insurance Payment
31327,A00001317,YZ,54353141,3493,Household Payment
31328,A00001318,ST,77757256,5154,Loan Payment
31329,A00001318,AB,10788429,8677,Household Payment
31330,A00001318,AB,50830727,1762, 
31331,A00001318,MN,13490295,2015,Insurance Payment
31332,A00001318,AB,44717049,744, 
31333,A00001319,IJ,20581275,6185,Household Payment
31334,A00001319,YZ,35347509,884, 
31335,A00001319,EF,91518568,1362,Insurance Payment
31336,A00001320,EF,72762423,4377,Household Payment
