Date received,Complaint ID,rand client,phonefinal,vru+line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time
2014-09-18,CR1035040,C00008615,415-178-3539,AA0103,35724,0,PS,AGENT,KAZAV,15:23:54,15:38:36,00:14:42
2014-09-17,CR1032476,C00003333,585-384-7520,AA0110,35725,2,NE,AGENT,DARMON,13:38:07,13:47:00,00:08:53
2014-09-17,CR1033187,C00004651,985-977-1671,AA0103,35726,0,PS,AGENT,SHARON,15:32:23,15:47:21,00:14:58
2014-09-17,CR1032621,C00004066,956-289-3622,AA0214,35727,1,PS,AGENT,GILI,12:09:40,12:21:44,00:12:04
2014-09-17,CR1032824,C00011130,212-459-0092,AA0101,35728,2,PS,AGENT,MICHAL,10:12:43,10:27:06,00:14:23
2014-09-16,CR1030767,C00002783,212-190-0724,AA0210,35729,2,PS,AGENT,IDIT,09:45:48,09:58:08,00:12:20
2014-09-12,CR1026897,C00000521,978-277-2764,AA0206,35730,0,PS,AGENT,AVIDAN,10:36:44,10:53:01,00:16:17
2014-09-12,CR1027234,C00002447,436-341-7372,AA0102,35731,0,PS,AGENT,MICHAL,15:06:47,15:16:43,00:09:56
2014-09-11,CR1024751,C00006122,538-541-5917,AA0110,35732,0,NE,AGENT,ELI,09:39:40,09:46:06,00:06:26
2014-09-10,CR1022251,C00000024,302-681-4855,AA0109,35733,0,NW,AGENT,MIKI,11:14:42,11:15:51,00:01:09
2014-09-10,CR1023417,C00001534,869-422-8897,AA0102,35735,0,PS,AGENT,YITZ,16:17:44,16:34:36,00:16:52
2014-09-09,CR1020809,C00004007,727-287-6883,AA0105,35737,0,NW,AGENT,IDIT,12:16:10,12:35:14,00:19:04
2014-09-09,CR1020836,C00001469,787-256-7058,AA0214,35738,0,NE,AGENT,ELI,16:28:21,16:35:30,00:07:09
2014-09-04,CR1014922,C00002282,781-789-6151,AA0110,35739,0,PS,AGENT,IDIT,09:23:46,09:41:51,00:18:05
2014-09-02,CR1010499,C00005050,872-967-3350,AA0110,35741,0,PS,AGENT,SHLOMO,11:04:03,11:20:15,00:16:12
2014-09-02,CR1010389,C00004486,446-071-0725,AA0106,35742,0,NW,AGENT,NO_SERVER,16:34:36,16:47:56,00:13:20
2014-08-29,CR1008497,C00000189,839-321-5466,AA0204,35743,0,PS,AGENT,YITZ,11:10:09,11:12:38,00:02:29
2014-08-29,CR1008267,C00006545,890-476-3140,AA0205,35744,0,PS,AGENT,MICHAL,15:52:43,16:11:50,00:19:07
2014-08-29,CR1006954,C00000520,429-375-5152,AA0203,35745,0,PS,AGENT,SHARON,16:16:53,16:28:18,00:11:25
2014-08-29,CR1007048,C00009196,236-176-7658,AA0110,35746,2,PS,AGENT,IDIT,13:45:15,13:53:14,00:07:59
2014-08-29,CR1007386,C00002827,585-213-6714,AA0115,35747,0,PS,AGENT,KAZAV,10:03:12,10:04:58,00:01:46
2014-08-28,CR1006682,C00005093,978-051-5840,AA0216,35748,0,IN,AGENT,ANAT,09:21:02,09:38:39,00:17:37
2014-08-27,CR1003640,C00009844,978-256-4367,AA0106,35749,0,NE,AGENT,TOVA,13:20:27,13:40:34,00:20:07
2014-08-25,CR0998650,C00004204,212-956-4656,AA0201,35750,0,NE,AGENT,ANAT,15:58:45,16:08:33,00:09:48
2014-08-21,CR0995102,C00000429,716-331-7512,AA0109,35752,2,PS,AGENT,NAAMA,11:37:15,11:41:47,00:04:32
2014-08-18,CR0988878,C00002179,617-702-7555,AA0110,35754,2,PS,AGENT,MIKI,10:02:24,10:14:58,00:12:34
2014-08-14,CR0984435,C00002409,897-756-7729,AA0204,35755,0,PS,AGENT,BENSION,16:02:47,16:17:57,00:15:10
2014-08-12,CR0981094,C00000689,488-626-2509,AA0202,35756,0,NW,AGENT,SHARON,14:02:13,14:21:17,00:19:04
2014-08-11,CR0977307,C00003006,937-752-3238,AA0104,35757,0,PS,AGENT,BENSION,15:04:17,15:12:15,00:07:58
2014-08-08,CR0975761,C00001408,238-765-9083,AA0102,35758,2,PS,AGENT,KAZAV,11:00:03,11:03:00,00:02:57
2014-08-06,CR0971864,C00004741,163-286-4771,AA0203,35760,2,PS,AGENT,DORIT,09:13:16,09:33:08,00:19:52
2014-08-05,CR0968970,C00008677,485-783-8026,AA0103,35761,2,NE,AGENT,ELI,09:49:20,09:55:56,00:06:36
2014-08-05,CR0970075,C00011768,212-302-5076,AA0202,35762,0,PS,AGENT,TOVA,09:22:49,09:25:40,00:02:51
2014-08-05,CR0968847,C00000997,617-319-3717,AA0106,35763,2,PS,AGENT,DORIT,11:35:13,11:51:13,00:16:00
2014-08-05,CR0969575,C00003654,636-614-0731,AA0105,35764,2,NE,AGENT,MORIAH,12:31:34,12:50:52,00:19:18
2014-08-04,CR0966709,C00000371,167-638-1741,AA0105,35765,2,PS,AGENT,KAZAV,12:55:17,12:56:48,00:01:31
2014-08-04,CR0966865,C00003454,852-616-0986,AA0105,35766,2,NE,AGENT,ZOHARI,11:06:21,11:21:30,00:15:09
2014-08-04,CR0967142,C00002299,563-460-6579,AA0205,35767,0,NW,AGENT,IDIT,13:36:59,13:49:44,00:12:45
2014-08-01,CR0964178,C00005460,165-239-0310,AA0214,35768,2,PS,AGENT,YIFAT,12:14:51,12:15:35,00:00:44
2014-08-01,CR0965282,C00004777,196-624-0540,AA0202,35769,0,PS,AGENT,MIKI,12:17:23,12:26:10,00:08:47
2014-07-30,CR0960969,C00000884,585-808-0368,AA0206,35771,0,NE,AGENT,MORIAH,09:29:11,09:41:25,00:12:14
2014-07-30,CR0961074,C00004440,311-815-5163,AA0101,35772,0,PS,AGENT,NO_SERVER,12:54:23,13:04:01,00:09:38
2014-07-29,CR0958459,C00000826,212-125-9851,AA0203,35773,2,PS,AGENT,SHLOMO,12:00:21,12:17:45,00:17:24
2014-07-29,CR0958754,C00002439,984-479-0872,AA0214,35774,0,NW,AGENT,IDIT,13:47:18,13:55:11,00:07:53
2014-07-29,CR0958704,C00003265,549-055-2703,AA0215,35775,0,PS,AGENT,TOVA,09:36:01,09:51:37,00:15:36
2014-07-28,CR0957398,C00004323,875-037-6608,AA0210,35776,0,NW,AGENT,IDIT,16:08:40,16:15:52,00:07:12
2014-07-28,CR0956210,C00004929,535-005-3114,AA0202,35777,0,NW,AGENT,YIFAT,13:48:04,14:03:25,00:15:21
2014-07-25,CR0954418,C00000660,480-346-8032,AA0102,35778,1,PS,AGENT,IDIT,16:15:11,16:20:56,00:05:45
2014-07-25,CR0955187,C00003621,511-244-0212,AA0104,35779,0,PS,AGENT,STEREN,13:58:07,14:00:21,00:02:14
2014-07-23,CR0950426,C00013412,212-259-5250,AA0210,35780,2,NE,AGENT,GILI,15:18:49,15:37:10,00:18:21
2014-07-21,CR0945961,C00001253,249-687-0404,AA0106,35781,0,NW,AGENT,STEREN,16:16:01,16:21:50,00:05:49
2014-07-21,CR0946279,C00001450,508-074-1091,AA0203,35782,0,NW,AGENT,YIFAT,11:39:29,11:45:37,00:06:08
2014-07-21,CR0946608,C00002399,643-311-3781,AA0115,35783,0,PS,AGENT,YIFAT,09:14:42,09:16:56,00:02:14
2014-07-21,CR0946890,C00000897,418-387-0408,AA0110,35784,0,PS,AGENT,ZOHARI,13:48:54,13:49:32,00:00:38
2014-07-21,CR0946814,C00002371,610-520-7079,AA0106,35786,2,PS,AGENT,ANAT,11:42:50,11:46:33,00:03:43
2014-07-18,CR0943427,C00001102,900-048-2704,AA0110,35787,0,NW,AGENT,AVNI,09:18:35,09:23:06,00:04:31
2014-07-17,CR0941636,C00003073,212-652-6762,AA0101,35788,2,PS,AGENT,ANAT,10:47:20,10:59:09,00:11:49
2014-07-17,CR0941507,C00001762,508-728-0903,AA0213,35790,0,PS,AGENT,BENSION,13:25:43,13:36:02,00:10:19
2014-07-16,CR0940476,C00003871,653-773-3729,AA0110,35791,0,NW,AGENT,IDIT,15:04:22,15:05:40,00:01:18
2014-07-16,CR0939780,C00001380,909-365-2623,AA0103,35792,0,PS,AGENT,BASCH,14:14:38,14:32:38,00:18:00
2014-07-16,CR0939966,C00001150,898-271-4328,AA0102,35793,0,NW,AGENT,MORIAH,12:10:40,12:13:04,00:02:24
2014-07-14,CR0936126,C00004510,847-151-7112,AA0204,35796,0,PS,AGENT,BASCH,14:45:54,14:51:17,00:05:23
2014-07-11,CR0933501,C00005241,462-493-0926,AA0115,35797,0,PS,AGENT,SHARON,16:33:56,16:34:25,00:00:29
2014-07-11,CR0933214,C00002791,781-887-1135,AA0206,35798,0,NW,AGENT,SHARON,14:43:36,14:57:58,00:14:22
2014-07-09,CR0928909,C00001536,601-068-4979,AA0214,35799,0,PS,AGENT,TOVA,09:55:41,10:06:53,00:11:12
2014-07-08,CR0927011,C00011638,664-141-6865,AA0210,35800,1,PS,AGENT,MORIAH,15:34:23,15:54:47,00:20:24
2014-07-08,CR0928499,C00004299,461-965-7630,AA0209,35801,0,NW,AGENT,MICHAL,14:10:36,14:11:22,00:00:46
2014-07-07,CR0926519,C00003392,212-650-6444,AA0102,35802,0,NW,AGENT,KAZAV,14:19:20,14:31:41,00:12:21
2014-07-03,CR0922953,C00003512,809-943-4321,AA0203,35804,0,NE,AGENT,ZOHARI,12:03:44,12:21:41,00:17:57
2014-07-02,CR0920939,C00003762,781-578-8319,AA0205,35805,2,PS,AGENT,YIFAT,15:18:20,15:39:10,00:20:50
2014-06-30,CR0917023,C00006571,810-689-5040,AA0103,35807,0,PS,AGENT,YIFAT,11:53:42,11:54:55,00:01:13
2014-06-27,CR0915111,C00004654,330-451-7676,AA0203,35808,0,NW,AGENT,TOVA,09:14:27,09:24:49,00:10:22
2014-06-27,CR0915460,C00003213,212-406-6261,AA0113,35809,2,PS,AGENT,ANAT,13:53:34,14:12:47,00:19:13
2014-06-26,CR0912820,C00001336,212-936-0483,AA0103,35810,2,PS,AGENT,TOVA,16:07:58,16:27:49,00:19:51
2014-06-26,CR0913199,C00001206,716-729-3104,AA0102,35811,2,PS,AGENT,KAZAV,15:23:22,15:42:40,00:19:18
2014-06-23,CR0906459,C00004665,617-991-9553,AA0103,35813,2,PS,AGENT,BENSION,16:50:20,17:01:24,00:11:04
2014-06-20,CR0904643,C00001566,127-860-5968,AA0213,35815,0,PS,AGENT,BENSION,09:08:50,09:20:25,00:11:35
2014-06-20,CR0904796,C00000603,140-455-6553,AA0110,35817,0,NE,AGENT,ELI,15:21:45,15:24:21,00:02:36
2014-06-19,CR0901854,C00002366,743-760-4718,AA0101,35818,0,PS,AGENT,DORIT,10:39:14,10:56:07,00:16:53
2014-06-19,CR0901375,C00004283,731-088-0915,AA0103,35819,0,PS,AGENT,DORIT,14:09:57,14:12:33,00:02:36
2014-06-19,CR0901949,C00001525,212-730-7406,AA0103,35820,2,PS,AGENT,YITZ,16:28:17,16:47:41,00:19:24
2014-06-18,CR0899958,C00008217,978-403-3250,AA0206,35821,0,PS,AGENT,TOVA,14:21:35,14:42:15,00:20:40
2014-06-18,CR0899296,C00001669,143-969-3919,AA0103,35823,1,PS,AGENT,MIKI,12:51:18,13:00:28,00:09:10
2014-06-17,CR0898715,C00011327,542-576-6980,AA0216,35824,0,IN,AGENT,YIFAT,12:57:56,13:02:54,00:04:58
2014-06-16,CR0896126,C00000507,585-586-3733,AA0110,35825,0,PS,AGENT,YIFAT,14:55:21,15:14:09,00:18:48
2014-06-16,CR0896783,C00010492,487-723-6977,AA0210,35826,1,PS,AGENT,TOVA,16:52:22,17:03:29,00:11:07
2014-06-13,CR0893944,C00002288,450-724-5572,AA0205,35827,0,PS,AGENT,AVNI,10:36:31,10:43:05,00:06:34
2014-06-12,CR0893345,C00002857,581-937-0131,AA0209,35829,2,NE,AGENT,ANAT,11:36:21,11:42:15,00:05:54
2014-06-11,CR0889915,C00002337,651-281-3200,AA0205,35831,0,PS,AGENT,SHLOMO,13:37:34,13:47:04,00:09:30
2014-06-11,CR0890229,C00001648,770-745-7842,AA0209,35832,0,NW,AGENT,TOVA,09:14:29,09:29:57,00:15:28
2014-06-11,CR0890479,C00001793,800-280-1382,AA0209,35833,0,NW,AGENT,KAZAV,11:48:57,11:54:40,00:05:43
2014-06-11,CR0890750,C00000255,427-242-4285,AA0205,35834,0,PS,AGENT,GILI,11:42:23,11:53:18,00:10:55
2014-06-10,CR0887905,C00000025,184-276-9486,AA0215,35835,1,NE,AGENT,YITZ,16:36:48,16:38:58,00:02:10
2014-06-09,CR0886718,C00000264,522-552-4466,AA0110,35837,2,PS,AGENT,MICHAL,12:13:52,12:31:38,00:17:46
2014-06-09,CR0885869,C00001181,212-447-9736,AA0113,35838,0,PS,AGENT,IDIT,11:33:51,11:40:17,00:06:26
2014-06-06,CR0884833,C00002210,594-358-6338,AA0106,35839,0,PS,AGENT,MICHAL,11:50:14,11:52:12,00:01:58
2014-06-05,CR0883141,C00003548,212-630-0700,AA0108,35840,2,TT,AGENT,IDIT,13:48:24,13:51:00,00:02:36
2014-06-05,CR0883041,C00004754,693-199-1653,AA0202,35841,0,NE,AGENT,ZOHARI,13:57:02,14:05:45,00:08:43
2014-06-03,CR0878092,C00003310,612-961-3610,AA0106,35842,2,PS,AGENT,AVIDAN,11:21:48,11:35:48,00:14:00
2014-06-02,CR0876716,C00002429,274-716-4122,AA0201,35843,2,PS,AGENT,YITZ,14:56:31,15:09:58,00:13:27
2014-06-02,CR0877395,C00003528,391-304-3315,AA0111,35844,0,TT,AGENT,NAAMA,11:16:55,11:23:04,00:06:09
2014-06-02,CR0876761,C00003434,617-908-8660,AA0204,35845,0,PS,AGENT,YIFAT,13:38:40,13:50:36,00:11:56
2014-05-30,CR0874908,C00000492,264-373-3188,AA0115,35846,0,PS,AGENT,SHARON,16:04:29,16:05:15,00:00:46
2014-05-29,CR0872927,C00001829,413-326-0740,AA0103,35847,2,PS,AGENT,DARMON,11:23:14,11:35:42,00:12:28
2014-05-28,CR0870494,C00009915,380-168-9140,AA0206,35848,0,NW,AGENT,STEREN,13:22:48,13:25:03,00:02:15
2014-05-28,CR0870916,C00002471,902-228-0894,AA0210,35849,1,NW,AGENT,IDIT,15:48:55,15:50:31,00:01:36
2014-05-23,CR0866930,C00000782,585-004-3497,AA0213,35851,0,PS,AGENT,YIFAT,13:55:16,14:15:09,00:19:53
2014-05-23,CR0866742,C00004650,742-360-1267,AA0103,35852,1,PS,AGENT,AVIDAN,12:00:24,12:12:41,00:12:17
2014-05-23,CR0867044,C00000354,571-699-4951,AA0201,35853,0,PS,AGENT,YITZ,14:59:55,15:18:24,00:18:29
2014-05-23,CR0866267,C00001745,965-720-7677,AA0105,35854,0,PS,AGENT,DORIT,14:04:40,14:24:31,00:19:51
2014-05-23,CR0866624,C00006499,118-794-8675,AA0201,35855,0,PS,AGENT,DORIT,11:22:14,11:38:44,00:16:30
2014-05-22,CR0865061,C00003668,991-337-2314,AA0105,35856,2,PS,AGENT,STEREN,11:33:40,11:46:02,00:12:22
2014-05-22,CR0864701,C00004325,978-508-6035,AA0106,35857,2,NE,AGENT,TOVA,09:26:34,09:37:38,00:11:04
2014-05-22,CR0864186,C00001240,489-770-5816,AA0204,35858,0,PS,AGENT,ZOHARI,10:24:12,10:40:50,00:16:38
2014-05-22,CR0865127,C00002155,225-239-7750,AA0203,35859,0,NE,AGENT,ELI,15:46:51,15:50:45,00:03:54
2014-05-21,CR0862109,C00001833,733-568-9675,AA0101,35860,2,NE,AGENT,TOVA,11:55:51,12:14:58,00:19:07
2014-05-21,CR0862825,C00004112,927-900-4313,AA0204,35862,1,PS,AGENT,BASCH,12:41:05,12:52:31,00:11:26
2014-05-21,CR0863156,C00002883,464-341-9697,AA0201,35863,0,PS,AGENT,STEREN,15:50:55,16:04:17,00:13:22
2014-05-21,CR0862092,C00000903,893-713-0792,AA0213,35864,2,PS,AGENT,AVIDAN,15:10:37,15:22:47,00:12:10
2014-05-20,CR0861718,C00003843,725-333-2194,AA0103,35865,0,NW,AGENT,MICHAL,13:43:40,13:55:34,00:11:54
2014-05-19,CR0857985,C00005337,212-405-8001,AA0201,35866,0,PS,AGENT,DORIT,11:08:58,11:17:18,00:08:20
2014-05-17,CR0857107,C00000285,762-058-5335,AA0106,35867,0,NW,AGENT,YITZ,13:27:00,13:44:16,00:17:16
2014-05-16,CR0857056,C00006485,508-876-8910,AA0209,35868,2,NE,AGENT,AVNI,10:30:03,10:38:55,00:08:52
2014-05-15,CR0853615,C00000524,975-092-7645,AA0110,35869,0,NW,AGENT,YITZ,16:41:59,16:50:26,00:08:27
2014-05-15,CR0854828,C00002691,692-655-2580,AA0109,35872,0,NE,AGENT,ELI,16:30:26,16:46:04,00:15:38
2014-05-15,CR0853602,C00000411,545-936-4133,AA0209,35873,0,PS,AGENT,AVNI,10:46:15,10:56:33,00:10:18
2014-05-14,CR0852258,C00000181,914-449-6685,AA0203,35875,0,NW,AGENT,YITZ,13:32:43,13:49:40,00:16:57
2014-05-14,CR0852356,C00011304,331-759-5512,AA0109,35877,0,PS,AGENT,MICHAL,15:03:30,15:12:41,00:09:11
2014-05-14,CR0852994,C00006299,212-472-2470,AA0102,35878,0,PS,AGENT,SHARON,10:43:17,10:45:23,00:02:06
2014-05-12,CR0847988,C00004755,617-725-5993,AA0106,35880,0,PS,AGENT,BASCH,11:35:26,11:45:46,00:10:20
2014-05-09,CR0846248,C00001053,617-196-6349,AA0213,35882,1,PS,AGENT,YITZ,12:34:58,12:39:37,00:04:39
2014-05-05,CR0837979,C00001193,926-763-9863,AA0206,35884,1,PS,AGENT,YIFAT,11:14:06,11:29:33,00:15:27
2014-05-02,CR0835822,C00003948,947-219-9813,AA0213,35885,0,PS,AGENT,KAZAV,10:04:38,10:20:03,00:15:25
2014-05-02,CR0835527,C00004570,212-774-8938,AA0209,35886,0,NW,AGENT,TOVA,13:25:09,13:28:50,00:03:41
2014-05-01,CR0834285,C00001803,706-196-2666,AA0110,35887,0,PS,AGENT,TOVA,13:16:29,13:20:41,00:04:12
2014-04-30,CR0832612,C00004574,385-572-1276,AA0110,35888,2,PS,AGENT,AVIDAN,12:40:46,12:54:25,00:13:39
2014-04-30,CR0832535,C00001396,974-379-8332,AA0213,35889,0,PS,AGENT,GILI,09:55:12,10:10:52,00:15:40
2014-04-30,CR0832150,C00001978,240-798-7810,AA0209,35890,2,PS,AGENT,ANAT,12:58:47,13:07:50,00:09:03
2014-04-29,CR0830926,C00001861,916-749-3662,AA0209,35892,2,PE,AGENT,MICHAL,16:35:26,16:53:52,00:18:26
2014-04-29,CR0829894,C00004533,517-247-9066,AA0103,35893,0,NW,AGENT,MICHAL,09:29:20,09:39:56,00:10:36
2014-04-28,CR0827900,C00003472,300-429-7753,AA0210,35894,1,PS,AGENT,MORIAH,10:06:26,10:14:37,00:08:11
2014-04-25,CR0825611,C00001903,212-943-4873,AA0113,35895,2,PS,AGENT,AVNI,16:19:20,16:23:47,00:04:27
2014-04-25,CR0826568,C00002037,978-388-7148,AA0105,35896,0,NW,AGENT,SHARON,16:08:29,16:18:35,00:10:06
2014-04-23,CR0821995,C00004492,888-040-0986,AA0213,35897,2,NE,AGENT,SHARON,12:06:51,12:13:32,00:06:41
2014-04-23,CR0821910,C00002463,483-951-2085,AA0201,35899,2,PS,AGENT,DORIT,15:41:11,16:00:35,00:19:24
2014-04-23,CR0821389,C00001220,694-780-1379,AA0101,35900,1,PS,AGENT,MIKI,13:28:35,13:40:22,00:11:47
2014-04-22,CR0818719,C00004425,495-908-8188,AA0102,35901,1,PS,AGENT,MICHAL,09:54:24,10:02:03,00:07:39
2014-04-22,CR0818777,C00000936,681-853-9420,AA0213,35902,0,PS,AGENT,KAZAV,11:39:29,11:42:18,00:02:49
2014-04-22,CR0819337,C00010778,106-614-0486,AA0101,35903,2,PS,AGENT,YITZ,12:13:02,12:15:07,00:02:05
2014-04-22,CR0819792,C00013673,488-051-8653,AA0206,35904,0,PS,AGENT,SHLOMO,11:21:07,11:26:53,00:05:46
2014-04-21,CR0817627,C00004059,596-272-3695,AA0204,35905,1,PS,AGENT,DORIT,10:42:24,10:54:08,00:11:44
2014-04-21,CR0818095,C00004701,414-985-4029,AA0102,35906,1,PS,AGENT,GELBER,16:39:42,16:48:42,00:09:00
2014-04-18,CR0815379,C00000689,488-626-2509,AA0103,35907,0,NW,AGENT,AVNI,15:03:22,15:12:35,00:09:13
2014-04-17,CR0814011,C00003422,212-040-2248,AA0104,35908,1,PS,AGENT,MIKI,13:11:11,13:23:59,00:12:48
2014-04-16,CR0811776,C00005965,716-098-2235,AA0201,35909,0,NW,AGENT,MORIAH,13:13:20,13:32:21,00:19:01
2014-04-16,CR0810687,C00002949,677-006-3305,AA0104,35910,0,PS,AGENT,TOVA,13:50:28,14:09:12,00:18:44
2014-04-15,CR0809321,C00003557,545-365-5330,AA0215,35912,0,NW,AGENT,MICHAL,15:47:58,15:56:29,00:08:31
2014-04-14,CR0808571,C00003422,212-040-2248,AA0104,35913,0,PS,AGENT,DARMON,11:54:59,11:57:08,00:02:09
2014-04-11,CR0805218,C00001960,470-079-6661,AA0209,35914,0,PS,AGENT,AVNI,13:24:12,13:30:14,00:06:02
2014-04-11,CR0804907,C00000681,972-144-0926,AA0206,35916,0,NE,AGENT,ZOHARI,12:05:31,12:18:49,00:13:18
2014-04-10,CR0802122,C00000683,914-264-6852,AA0205,35918,2,PS,AGENT,IDIT,15:54:21,16:13:27,00:19:06
2014-04-10,CR0803291,C00003618,414-103-6433,AA0106,35920,0,PS,AGENT,ANAT,09:30:08,09:37:46,00:07:38
2014-04-08,CR0798467,C00004029,554-857-1440,AA0102,35922,0,PS,AGENT,BASCH,16:16:32,16:37:04,00:20:32
2014-04-08,CR0799363,C00004520,212-853-8045,AA0203,35923,0,NW,AGENT,YITZ,16:00:56,16:11:54,00:10:58
2014-04-07,CR0796312,C00010041,697-488-6131,AA0214,35924,1,PS,AGENT,AVNI,12:31:28,12:49:14,00:17:46
2014-04-04,CR0794193,C00000630,508-261-0624,AA0101,35925,0,PS,AGENT,GILI,11:04:21,11:20:55,00:16:34
2014-04-03,CR0793223,C00000989,398-525-2053,AA0109,35927,0,PS,AGENT,SHARON,12:42:44,12:51:24,00:08:40
2014-04-03,CR0792504,C00011545,212-411-1247,AA0213,35928,0,PS,AGENT,ZOHARI,10:03:21,10:19:19,00:15:58
2014-04-02,CR0789992,C00004429,235-597-0219,AA0209,35929,2,PS,AGENT,AVIDAN,12:59:54,13:13:22,00:13:28
2014-04-01,CR0787367,C00000081,427-771-2986,AA0115,35930,1,PS,AGENT,YITZ,15:39:07,15:45:52,00:06:45
2014-04-01,CR0787745,C00001280,957-958-7017,AA0214,35931,0,PS,AGENT,GILI,10:45:41,10:52:36,00:06:55
2014-03-31,CR0784950,C00000885,381-487-2606,AA0115,35932,0,NW,AGENT,YIFAT,10:23:04,10:28:42,00:05:38
2014-03-28,CR0783082,C00003204,212-199-2182,AA0106,35934,2,PS,AGENT,YITZ,16:04:48,16:24:49,00:20:01
2014-03-27,CR0780784,C00003344,647-367-0348,AA0206,35935,0,NW,AGENT,ZOHARI,12:15:31,12:33:09,00:17:38
2014-03-27,CR0780677,C00001957,322-687-3160,AA0202,35936,0,NW,AGENT,MIKI,15:31:55,15:50:24,00:18:29
2014-03-18,CR0764430,C00000401,212-115-1485,AA0104,35945,0,PS,AGENT,AVNI,09:41:17,09:54:12,00:12:55
2014-03-17,CR0760739,C00000854,833-342-9725,AA0115,35947,0,NW,AGENT,BASCH,09:15:02,09:16:16,00:01:14
2014-03-17,CR0761080,C00006501,619-734-7666,AA0205,35948,2,PS,AGENT,BENSION,13:55:24,13:56:52,00:01:28
2014-03-13,CR0767128,C00003979,826-712-8609,AA0115,35949,0,PS,AGENT,BENSION,16:37:22,16:52:51,00:15:29
2014-03-12,CR0757085,C00001693,323-113-7576,AA0202,35950,1,PS,AGENT,ELI,09:13:15,09:27:54,00:14:39
2014-03-12,CR0762940,C00003273,617-486-6876,AA0103,35951,0,PS,AGENT,YITZ,16:06:15,16:16:32,00:10:17
2014-03-11,CR0755697,C00001297,715-570-5780,AA0103,35952,0,PS,AGENT,YITZ,16:51:14,16:51:46,00:00:32
2014-03-11,CR0762766,C00000243,842-418-5837,AA0103,35953,2,NE,AGENT,ZOHARI,16:03:53,16:22:10,00:18:17
2014-03-10,CR0752324,C00006545,288-040-4417,AA0115,35954,1,PS,AGENT,DORIT,16:48:33,17:06:23,00:17:50
2014-03-10,CR0752245,C00008598,539-422-5777,AA0108,35955,2,TT,AGENT,YITZ,14:49:01,14:58:10,00:09:09
2014-03-10,CR0753756,C00006892,212-136-4486,AA0112,35956,2,TT,AGENT,GILI,14:15:03,14:19:44,00:04:41
2014-03-10,CR0753793,C00004810,554-916-1697,AA0103,35957,2,PS,AGENT,GELBER,10:31:10,10:48:08,00:16:58
2014-03-07,CR0750283,C00001915,378-182-8122,AA0106,35959,0,PS,AGENT,TOVA,16:37:24,16:45:53,00:08:29
2014-03-06,CR0746273,C00003474,151-268-0244,AA0102,35961,0,PS,AGENT,YITZ,15:59:30,16:17:38,00:18:08
2014-03-04,CR0742475,C00001420,599-708-0001,AA0104,35964,2,PS,AGENT,IDIT,13:03:30,13:06:22,00:02:52
2014-03-04,CR0742670,C00001371,562-219-8056,AA0209,35965,0,NW,AGENT,YITZ,10:47:20,10:55:55,00:08:35
2014-03-03,CR0740963,C00000461,548-340-9401,AA0213,35966,0,NW,AGENT,MIKI,12:50:22,13:00:29,00:10:07
2014-02-28,CR0738042,C00002429,274-716-4122,AA0203,35967,0,PS,AGENT,NAAMA,09:20:19,09:40:31,00:20:12
2014-02-27,CR0735186,C00003132,212-411-2260,AA0210,35969,2,PS,AGENT,NAAMA,11:12:34,11:18:49,00:06:15
2014-02-27,CR0735229,C00004574,305-592-3389,AA0106,35970,0,PS,AGENT,IDIT,13:36:40,13:43:35,00:06:55
2014-02-25,CR0730663,C00001098,781-066-1283,AA0209,35971,0,NW,AGENT,AVNI,11:16:06,11:33:22,00:17:16
2014-02-25,CR0730978,C00011271,185-048-4505,AA0104,35972,0,PS,AGENT,GELBER,14:06:21,14:21:16,00:14:55
2014-02-24,CR0728963,C00001779,219-418-3951,AA0101,35974,0,PS,AGENT,SHLOMO,10:37:30,10:56:13,00:18:43
2014-02-24,CR0729146,C00003919,417-987-5079,AA0109,35975,0,NW,AGENT,STEREN,09:51:32,09:54:28,00:02:56
2014-02-24,CR0728746,C00009346,471-246-9491,AA0213,35976,2,PS,AGENT,MORIAH,15:47:09,15:54:01,00:06:52
2014-02-24,CR0729097,C00003379,675-059-6023,AA0202,35977,0,NW,AGENT,SHARON,16:40:17,16:41:42,00:01:25
2014-02-21,CR0725992,C00003355,926-865-2943,AA0113,35978,2,PS,AGENT,TOVA,16:04:10,16:18:27,00:14:17
2014-02-21,CR0726335,C00001689,212-671-8430,AA0204,35979,2,PS,AGENT,DORIT,10:49:18,10:50:58,00:01:40
2014-02-20,CR0722881,C00000466,212-399-6077,AA0203,35981,2,PS,AGENT,ANAT,15:39:17,15:54:50,00:15:33
2014-02-18,CR0718012,C00012859,212-805-3950,AA0204,35982,2,PS,AGENT,YIFAT,13:51:37,14:08:42,00:17:05
2014-02-18,CR0717912,C00000349,533-287-0517,AA0206,35983,0,NW,AGENT,MICHAL,15:25:05,15:25:49,00:00:44
2014-02-18,CR0719196,C00004685,948-958-9385,AA0202,35984,0,PS,AGENT,MORIAH,11:09:37,11:18:17,00:08:40
2014-02-18,CR0717369,C00004355,212-923-6645,AA0113,35986,1,PS,AGENT,AVNI,12:49:33,13:04:03,00:14:30
2014-02-13,CR0712738,C00000061,452-815-2646,AA0111,35987,0,TT,AGENT,SHARON,12:09:20,12:13:29,00:04:09
2014-02-11,CR0709389,C00005072,212-814-3149,AA0202,35989,0,NW,AGENT,BENSION,10:59:39,11:17:22,00:17:43
